ger,avgFit,bestFit
0,55.23678370456267,55.23678370456267
1,55.23678370456267,55.23678370456267
2,55.23678370456267,55.23678370456267
3,55.23678370456267,55.23678370456267
4,55.23678370456267,55.23678370456267
5,55.23678370456267,55.23678370456267
6,55.23678370456267,55.23678370456267
7,55.23678370456267,55.23678370456267
8,55.23678370456267,55.23678370456267
9,55.23678370456267,55.23678370456267
10,55.23678370456267,55.23678370456267
11,55.23678370456267,55.23678370456267
12,55.23678370456267,55.23678370456267
13,55.23678370456267,55.23678370456267
14,55.23678370456267,55.23678370456267
15,55.23678370456267,55.23678370456267
16,55.23678370456267,55.23678370456267
17,55.23678370456267,55.23678370456267
18,55.23678370456267,55.23678370456267
19,55.23678370456267,55.23678370456267
