ger,avgFit,bestFit
0,45.95354474190988,45.95354474190988
1,45.95354474190988,45.95354474190988
2,45.95354474190988,45.95354474190988
3,45.95354474190988,45.95354474190988
4,45.95354474190988,45.95354474190988
5,45.95354474190988,45.95354474190988
6,45.95354474190988,45.95354474190988
7,45.95354474190988,45.95354474190988
8,45.95354474190988,45.95354474190988
9,45.95354474190988,45.95354474190988
10,45.95354474190988,45.95354474190988
11,45.95354474190988,45.95354474190988
12,45.95354474190988,45.95354474190988
13,45.95354474190988,45.95354474190988
14,45.95354474190988,45.95354474190988
15,45.95354474190988,45.95354474190988
16,45.95354474190988,45.95354474190988
17,45.95354474190988,45.95354474190988
18,45.95354474190988,45.95354474190988
19,45.95354474190988,45.95354474190988
