ger,avgFit,bestFit
0,36.444925479815446,1.0734020726967195
1,29.890870821952713,1.0734020726967195
2,25.10046156887116,1.0734020726967195
3,22.19015693126731,1.2536380369733706
4,19.78807923237327,1.2536380369733706
5,17.617617153194367,1.2536380369733706
6,15.056313207823948,1.2536380369733706
7,13.687699194384583,0.9815956845008245
8,12.699108099133296,0.9815956845008245
9,11.172698201821442,0.09685763040359063
10,10.348539647978512,0.547538946957733
11,9.226736900013949,0.09685763040359063
12,9.199167158038263,0.09685763040359063
13,7.466368759648608,0.030676136102176343
14,6.372459828184013,0.030676136102176343
15,6.2846151339115295,0.030676136102176343
16,4.639887088517548,0.0023236823038530474
17,2.5853319478942316,0.0023236823038530474
18,2.173034231425431,0.0023236823038530474
19,1.3486294796046236,0.0023236823038530474
