ger,avgFit,bestFit
0,36.5075756313523,5.025778484549502
1,29.47646144667171,2.457571081311837
2,25.209097982739646,1.5286566356404307
3,21.874163127863863,1.5031707842965645
4,19.727998046677484,1.1687793173272922
5,17.347094480532647,1.023956388597668
6,15.435308568096852,0.2767812463795494
7,15.525242773004104,0.201658853701975
8,13.893073767957544,0.11645504607507107
9,14.060226594447016,0.32426385477617714
10,12.874272433591713,0.2767812463795494
11,12.042905455728855,0.15417624530534724
12,11.33738161262163,0.15417624530534724
13,11.188768331614234,0.0689724376784433
14,10.200002603437568,0.02148982928181198
15,9.854670065561368,0.02148982928181198
16,8.885067232203264,0.02148982928181198
17,8.568875307329561,0.02148982928181198
18,7.759912403075885,0.02148982928181198
19,6.899233827022607,0.02148982928181198
