ger,avgFit,bestFit
1,36.651271230196315,2.414983077254231
2,29.986748735427415,2.1132294119255697
3,25.449210500248306,1.8159752926494086
4,22.343358011711423,1.344252960561673
5,19.70052817711548,1.0418205308039894
6,17.625948030105846,0.9291114635868535
7,15.817080118078593,0.8334422390950647
8,14.870350999127774,0.5644356259394151
9,13.580117641423286,0.5124226448602766
10,12.974083134074727,0.3336308762762659
11,11.980214006140557,0.41642144237750855
12,11.028521638203625,0.38273742478701
13,10.386236283656446,0.3506342685819163
14,9.541484873302295,0.3913898151195738
15,8.683419063271073,0.34821584069998546
16,7.682536764622357,0.2458535589700027
17,6.610001356584478,0.2630217694278585
18,5.669342300254224,0.26209953950785625
19,4.696425303585347,0.24423195138704906
20,3.861706071116771,0.24043839865831843
