ger,avgFit,bestFit
0,36.13132645804815,6.291741490986201
1,30.761677771900526,5.0138726490631385
2,28.36072552666363,5.0138726490631385
3,22.747813099578998,3.0777942374471294
4,21.473556785483705,3.3265949186069754
5,21.190666457478898,3.7162495056824802
6,17.135222360065896,3.7162495056824802
7,16.63721709795158,2.0838796468576
8,14.35649074089531,2.0838796468576
9,18.09126482278733,2.475098679416714
10,17.828813647504067,3.8979229240761875
11,18.075857645747163,1.7189366573289462
12,16.014684095723627,1.6164348981409624
13,18.109106206151427,1.0057104941269372
14,15.960167748519753,2.7921974581552007
15,15.930853948209629,2.5680337954889154
16,14.865058124044612,2.6041127978973115
17,16.441840493716576,2.6041127978973115
18,16.730363257113606,2.6041127978973115
19,15.594811073767652,1.8455930606780484
