ger,avgFit,bestFit
0,36.74726939476204,6.149429771403405
1,28.785684070274375,6.149429771403405
2,24.382437016542163,3.8511631514069897
3,22.3143258269519,2.4026633614937474
4,18.839317298947684,2.3137004326001502
5,16.221598180505122,1.9575210862342125
6,14.553060367134997,2.3137004326001502
7,13.049986437039447,1.6039028849117365
8,11.21957935401331,1.4281686064476204
9,11.660480408726823,1.4281686064476204
10,10.219931146683038,1.115895620547601
11,10.940942698926541,1.115895620547601
12,9.258384261438838,1.001121920508762
13,7.695844291345829,1.001121920508762
14,7.4067971461244255,1.001121920508762
15,6.32360616972624,1.001121920508762
16,5.562974226863276,0.7327950033409749
17,2.9917709901052194,0.6808210091294491
18,1.633679453708819,0.0023236823038530474
19,1.5306489795387086,0.0023236823038530474
