ger,avgFit,bestFit
0,39.14179096285708,4.083503738452787
1,32.2560680533929,3.580896595756112
2,28.016150397880985,3.331481386367752
3,24.70826854800727,3.580896595756112
4,20.639266635229852,0.5762521750450169
5,17.408332859026714,0.5762521750450169
6,13.864769811542574,0.1064407038925701
7,10.647497957196604,0.2576852831182279
8,8.850153234016828,0.1064407038925701
9,8.28426297658009,0.1064407038925701
10,6.221059813232414,0.1064407038925701
11,5.527140710640261,0.08774181798778713
12,4.439939647428924,0.08774181798778713
13,3.2604534761687316,0.08774181798778713
14,1.5890647799054234,0.011906755792832513
15,0.6720035778514772,0.011906755792832513
16,0.44461813683598905,0.04025920959115936
17,0.15217689349114358,0.04025920959115936
18,0.4856567681303319,0.011906755792832513
19,0.09926729746897077,0.011906755792832513
