ger,avgFit,bestFit
0,72,11
1,41,11
2,24,11
3,18,11
4,16,11
5,17,11
6,15,11
7,13,11
8,11,11
9,11,11
10,11,11
11,11,11
12,11,11
13,11,11
14,11,11
15,11,11
16,11,11
17,11,11
18,11,11
19,11,11
