ger,avgFit,bestFit
0,71,11
1,57,11
2,38,11
3,33,11
4,22,11
5,18,11
6,13,11
7,12,11
8,12,11
9,12,11
10,11,11
11,11,11
12,11,11
13,11,11
14,11,11
15,11,11
16,11,11
17,12,11
18,12,11
19,11,11
