ger,avgFit,bestFit
0,86,11
1,61,11
2,29,11
3,20,11
4,15,11
5,15,11
6,12,11
7,13,11
8,13,11
9,13,11
10,11,11
11,11,11
12,12,11
13,12,11
14,14,11
15,13,11
16,11,11
17,11,11
18,11,11
19,11,11
