ger,avgFit,bestFit
0,78,12
1,54,12
2,31,12
3,21,12
4,16,12
5,13,12
6,13,12
7,12,12
8,14,12
9,14,12
10,16,12
11,14,12
12,13,12
13,13,12
14,12,12
15,12,12
16,12,12
17,12,12
18,12,12
19,12,12
