ger,avgFit,bestFit
1,33.32693000453388,4.735842767112353
2,27.314703611098924,4.305307527677339
3,23.141190665717662,3.6016335606415675
4,20.177404894977084,3.5401811107152694
5,17.514961323333928,2.850038657280119
6,15.681242736534994,2.7757592408672673
7,13.946158367071154,2.1062368042390984
8,12.725128503967161,1.7707075859200607
9,11.200212947211426,1.3485354285828444
10,9.90558935115935,1.4980302304937176
11,8.298146898974544,1.6373260774341705
12,7.422631549555112,1.4913638738980162
13,6.9357635151397,1.2164559029746613
14,6.051216894459463,1.1979274365358514
15,5.850720081315866,1.240665476576727
16,5.777360169800674,1.355770180593265
17,5.013119569940498,1.2910764628430271
18,4.035743554764454,1.322889555379043
19,3.4194521407627705,1.2311864748112846
20,2.811368500870436,1.2311864748112846
