ger,avgFit,bestFit
0,39.66209165731261,23.259576129237338
1,32.658543109993104,17.21581404247293
2,29.34378250953232,17.21581404247293
3,26.380780264577094,17.21581404247293
4,21.102317865497835,17.21581404247293
5,17.895751350250457,17.21581404247293
6,17.215814042472925,17.21581404247293
7,17.215814042472925,17.21581404247293
8,17.215814042472925,17.21581404247293
9,17.215814042472925,17.21581404247293
10,21.963114709297237,17.21581404247293
11,17.215814042472925,17.21581404247293
12,17.215814042472925,17.21581404247293
13,17.215814042472925,17.21581404247293
14,17.215814042472925,17.21581404247293
15,17.215814042472925,17.21581404247293
16,17.215814042472925,17.21581404247293
17,17.215814042472925,17.21581404247293
18,17.215814042472925,17.21581404247293
19,17.215814042472925,17.21581404247293
