ger,avgFit,bestFit
0,35.69415343462578,0.40946766240308463
1,28.3218621376095,0.7659925629131372
2,23.99650032139552,0.483841835229164
3,21.485823493567917,0.04025920959115936
4,19.952090816703308,0.04025920959115936
5,18.865682448504728,1.001121920508762
6,16.860796170794814,1.001121920508762
7,15.430293139140812,1.001121920508762
8,14.400842852122409,1.001121920508762
9,12.622605782724731,1.0679267572454698
10,11.356749438382954,1.0679267572454698
11,10.023317674810816,1.0395743034471465
12,7.283896342990175,1.0006094282395637
13,5.640496425065728,1.0379652875116143
14,3.692526236323909,1.0006094282395637
15,2.2198721422953063,1.0006094282395637
16,1.462495365298085,1.0006094282395637
17,1.4627064087407509,1.0006094282395637
18,1.3443939760819161,1.0006094282395637
19,1.582991981534776,1.0006094282395637
