ger,avgFit,bestFit
0,35.83161554800724,2.9185668541142427
1,28.82462927337849,2.732026705090604
2,25.142346481222315,2.146317057737704
3,19.60812188524764,2.146317057737704
4,17.043675764089357,1.5883423380802562
5,16.071148387604868,1.132499235611352
6,14.656329745206035,1.0679267572454698
7,12.172284656168927,1.028961882037887
8,8.633726259754287,1.001121920508762
9,6.976888623002366,1.001121920508762
10,5.737721938548283,1.001121920508762
11,3.2117633758141393,1.001121920508762
12,2.075270645314117,1.001121920508762
13,1.3019022106931728,1.001121920508762
14,1.061524110833205,1.001121920508762
15,1.0216371390191126,1.001121920508762
16,1.0079746795836337,1.001121920508762
17,1.0011219205087645,1.001121920508762
18,1.0011219205087645,1.001121920508762
19,1.0011219205087645,1.001121920508762
