ger,avgFit,bestFit
0,46.527474266484006,46.527474266484006
1,58.20169685756583,58.20169685756583
2,15.499379897731153,15.499379897731153
3,41.828851115857006,41.828851115857006
4,43.764711924211134,43.764711924211134
5,30.016427767167624,30.016427767167624
6,30.016427767167624,30.016427767167624
7,40.531505385423195,40.531505385423195
8,25.9684157690619,25.9684157690619
9,59.28414735263294,59.28414735263294
10,38.853538227022746,38.853538227022746
11,45.74475118551315,45.74475118551315
12,26.73383692761425,26.73383692761425
13,45.81463061337043,45.81463061337043
14,45.475517490274164,45.475517490274164
15,31.3263542622624,31.3263542622624
16,29.452747733840802,29.452747733840802
17,17.810362099056174,17.810362099056174
18,47.19508772291294,47.19508772291294
19,57.8077570400243,57.8077570400243
