ger,avgFit,bestFit
1,41.12225489066583,41.12225489066583
2,32.96953441758689,32.96953441758689
3,32.28275841530082,32.28275841530082
4,40.86155736678436,40.86155736678436
5,31.319902660668543,31.319902660668543
6,22.816143335453457,22.816143335453457
7,34.1767755365349,34.1767755365349
8,35.968043528548655,35.968043528548655
9,29.2706100973971,29.2706100973971
10,33.459271129691416,33.459271129691416
11,30.552727770645912,30.552727770645912
12,37.28104621222082,37.28104621222082
13,42.423157252622204,42.423157252622204
14,50.65724894671814,50.65724894671814
15,39.16763859462062,39.16763859462062
16,33.357510368073235,33.357510368073235
17,29.919019827934996,29.919019827934996
18,34.832230673200264,34.832230673200264
19,38.97638660267422,38.97638660267422
20,33.23517849715941,33.23517849715941
