ger,avgFit,bestFit
0,39.02573717391376,39.02573717391376
1,9.691017688187038,9.691017688187038
2,48.92277876369818,48.92277876369818
3,48.92277876369818,48.92277876369818
4,27.951375554188974,27.951375554188974
5,5.745509841522843,5.745509841522843
6,49.85301012406776,49.85301012406776
7,63.73728700558644,63.73728700558644
8,23.734560126724997,23.734560126724997
9,23.734560126724997,23.734560126724997
10,18.655924250122183,18.655924250122183
11,28.10133677808925,28.10133677808925
12,41.05159419951365,41.05159419951365
13,35.079741272966515,35.079741272966515
14,35.547661957580665,35.547661957580665
15,49.73504629055505,49.73504629055505
16,32.757710133992035,32.757710133992035
17,28.556289364822405,28.556289364822405
18,27.107445029675617,27.107445029675617
19,27.107445029675617,27.107445029675617
