ger,avgFit,bestFit
0,26.091116139438515,26.091116139438515
1,21.883892784980887,21.883892784980887
2,39.141344180106884,39.141344180106884
3,46.435751188995674,46.435751188995674
4,36.925789410276714,36.925789410276714
5,27.67615921392705,27.67615921392705
6,38.18378510838052,38.18378510838052
7,38.18378510838052,38.18378510838052
8,42.233044022910505,42.233044022910505
9,22.782260106099997,22.782260106099997
10,37.39907975514695,37.39907975514695
11,55.85588543903727,55.85588543903727
12,79.73742959795432,79.73742959795432
13,79.73742959795432,79.73742959795432
14,23.457022316908112,23.457022316908112
15,15.810825972942522,15.810825972942522
16,15.810825972942522,15.810825972942522
17,22.16626401706383,22.16626401706383
18,29.713103129485415,29.713103129485415
19,31.366599060745255,31.366599060745255
