ger,avgFit,bestFit
0,36.86911859714381,9.819177571393073
1,32.294789709449105,6.194378174176599
2,23.56954944240958,3.7784143762537
3,20.633113807972595,3.3407479751875364
4,18.7289363977495,5.909329967049677
5,16.154271752398266,6.228081713878023
6,16.703734381665907,5.909329967049677
7,14.550965309145495,3.361702456419252
8,15.777780208700612,3.361702456419252
9,14.287732199007175,4.98070813286618
10,13.055829443397378,3.361702456419252
11,12.521653672198395,3.9864119732177272
12,11.332864829039977,3.7712800165908433
13,12.025316307045728,3.7712800165908433
14,11.027902833325946,2.8261258527355793
15,11.288153614874227,2.8261258527355793
16,11.50035774515398,2.9704834238601414
17,8.998325854639333,2.8261258527355793
18,8.567038555652445,2.8261258527355793
19,6.771298638355603,2.8261258527355793
