ger,avgFit,bestFit
0,41.1255109857521,21.395733938874542
1,29.333955390756977,21.395733938874542
2,22.707448917805998,21.395733938874542
3,22.139539251445655,21.395733938874542
4,27.373075600887955,21.395733938874542
5,21.395733938874542,21.395733938874542
6,21.395733938874542,21.395733938874542
7,21.395733938874542,21.395733938874542
8,21.395733938874542,21.395733938874542
9,21.395733938874542,21.395733938874542
10,21.395733938874542,21.395733938874542
11,21.395733938874542,21.395733938874542
12,21.395733938874542,21.395733938874542
13,21.395733938874542,21.395733938874542
14,21.395733938874542,21.395733938874542
15,21.395733938874542,21.395733938874542
16,21.395733938874542,21.395733938874542
17,21.395733938874542,21.395733938874542
18,21.395733938874542,21.395733938874542
19,21.395733938874542,21.395733938874542
