ger,avgFit,bestFit
0,25.872669134960624,25.872669134960624
1,25.872669134960624,25.872669134960624
2,25.872669134960624,25.872669134960624
3,25.872669134960624,25.872669134960624
4,25.872669134960624,25.872669134960624
5,25.872669134960624,25.872669134960624
6,25.872669134960624,25.872669134960624
7,25.872669134960624,25.872669134960624
8,25.872669134960624,25.872669134960624
9,25.872669134960624,25.872669134960624
10,25.872669134960624,25.872669134960624
11,25.872669134960624,25.872669134960624
12,25.872669134960624,25.872669134960624
13,25.872669134960624,25.872669134960624
14,25.872669134960624,25.872669134960624
15,25.872669134960624,25.872669134960624
16,25.872669134960624,25.872669134960624
17,25.872669134960624,25.872669134960624
18,25.872669134960624,25.872669134960624
19,25.872669134960624,25.872669134960624
