ger,avgFit,bestFit
0,54.04806999349596,54.04806999349596
1,54.04806999349596,54.04806999349596
2,54.04806999349596,54.04806999349596
3,54.04806999349596,54.04806999349596
4,54.04806999349596,54.04806999349596
5,54.04806999349596,54.04806999349596
6,54.04806999349596,54.04806999349596
7,54.04806999349596,54.04806999349596
8,54.04806999349596,54.04806999349596
9,54.04806999349596,54.04806999349596
10,54.04806999349596,54.04806999349596
11,54.04806999349596,54.04806999349596
12,54.04806999349596,54.04806999349596
13,54.04806999349596,54.04806999349596
14,54.04806999349596,54.04806999349596
15,54.04806999349596,54.04806999349596
16,54.04806999349596,54.04806999349596
17,54.04806999349596,54.04806999349596
18,54.04806999349596,54.04806999349596
19,54.04806999349596,54.04806999349596
