ger,avgFit,bestFit
0,80.14321161323167,80.14321161323167
1,80.14321161323167,80.14321161323167
2,80.14321161323167,80.14321161323167
3,80.14321161323167,80.14321161323167
4,80.14321161323167,80.14321161323167
5,80.14321161323167,80.14321161323167
6,80.14321161323167,80.14321161323167
7,80.14321161323167,80.14321161323167
8,80.14321161323167,80.14321161323167
9,80.14321161323167,80.14321161323167
10,80.14321161323167,80.14321161323167
11,80.14321161323167,80.14321161323167
12,80.14321161323167,80.14321161323167
13,80.14321161323167,80.14321161323167
14,80.14321161323167,80.14321161323167
15,80.14321161323167,80.14321161323167
16,80.14321161323167,80.14321161323167
17,80.14321161323167,80.14321161323167
18,80.14321161323167,80.14321161323167
19,80.14321161323167,80.14321161323167
