ger,avgFit,bestFit
0,35.82610054399829,21.08657636333502
1,28.56502642845942,20.132403260193485
2,23.32978070822157,21.08657636333502
3,24.575719804618007,18.371519206739478
4,20.272059216356354,18.371519206739478
5,21.148559867329652,18.371519206739478
6,22.866189639169715,18.371519206739478
7,19.130287906597296,18.371519206739478
8,18.37151920673948,18.371519206739478
9,18.37151920673948,18.371519206739478
10,18.37151920673948,18.371519206739478
11,18.37151920673948,18.371519206739478
12,18.37151920673948,18.371519206739478
13,18.37151920673948,18.371519206739478
14,18.37151920673948,18.371519206739478
15,18.37151920673948,18.371519206739478
16,18.37151920673948,18.371519206739478
17,18.37151920673948,18.371519206739478
18,18.37151920673948,18.371519206739478
19,18.37151920673948,18.371519206739478
