ger,avgFit,bestFit
0,34.5827621453532,34.5827621453532
1,34.5827621453532,34.5827621453532
2,34.5827621453532,34.5827621453532
3,34.5827621453532,34.5827621453532
4,34.5827621453532,34.5827621453532
5,34.5827621453532,34.5827621453532
6,34.5827621453532,34.5827621453532
7,34.5827621453532,34.5827621453532
8,34.5827621453532,34.5827621453532
9,34.5827621453532,34.5827621453532
10,34.5827621453532,34.5827621453532
11,34.5827621453532,34.5827621453532
12,34.5827621453532,34.5827621453532
13,34.5827621453532,34.5827621453532
14,34.5827621453532,34.5827621453532
15,34.5827621453532,34.5827621453532
16,34.5827621453532,34.5827621453532
17,34.5827621453532,34.5827621453532
18,34.5827621453532,34.5827621453532
19,34.5827621453532,34.5827621453532
