ger,avgFit,bestFit
0,34.139648951134234,34.139648951134234
1,34.139648951134234,34.139648951134234
2,34.139648951134234,34.139648951134234
3,34.139648951134234,34.139648951134234
4,34.139648951134234,34.139648951134234
5,34.139648951134234,34.139648951134234
6,34.139648951134234,34.139648951134234
7,34.139648951134234,34.139648951134234
8,34.139648951134234,34.139648951134234
9,34.139648951134234,34.139648951134234
10,34.139648951134234,34.139648951134234
11,34.139648951134234,34.139648951134234
12,34.139648951134234,34.139648951134234
13,34.139648951134234,34.139648951134234
14,34.139648951134234,34.139648951134234
15,34.139648951134234,34.139648951134234
16,34.139648951134234,34.139648951134234
17,34.139648951134234,34.139648951134234
18,34.139648951134234,34.139648951134234
19,34.139648951134234,34.139648951134234
