ger,avgFit,bestFit
0,37.09178757678883,3.1106396868825357
1,31.131695374790247,3.1106396868825357
2,24.81580843244733,3.1106396868825357
3,20.793194621373264,1.6138604432673382
4,18.98763828544396,1.6138604432673382
5,16.833939456332942,1.443920289307826
6,15.199386795912307,1.443920289307826
7,11.524563568424524,1.443920289307826
8,11.25342846170131,1.1566428046211996
9,7.356632025154746,1.1566428046211996
10,6.3667235860397975,1.1383969101504725
11,4.40220317819376,1.1566428046211996
12,2.6365558909277063,1.1566428046211996
13,2.2674451899577917,1.1383969101504725
14,1.418152171832647,1.023956388597668
15,1.2165925715086947,1.023956388597668
16,1.1733219079573598,1.023956388597668
17,1.1501397610648247,1.023956388597668
18,1.137021604256946,1.023956388597668
19,1.124582101527991,1.023956388597668
