ger,avgFit,bestFit
1,33.07883399559078,5.3876745376136155
2,30.777302346384527,4.116837571027236
3,30.560621912982278,4.464762834443841
4,30.222972130027834,5.122485465157743
5,30.00867495380361,3.805072886591323
6,30.232041616969802,4.019594206043025
7,29.943383488617677,3.5395172876006042
8,30.45861348939359,4.821213831385149
9,30.39728272363272,3.6331863651082275
10,30.166845646113387,3.204981255837511
11,30.032525104327988,3.7754346591194023
12,30.71551382829578,4.095140986949106
13,31.094961924413393,3.878961089333231
14,30.546412712964162,3.403693953116244
15,30.303892622671707,4.484869278261788
16,30.184161957570872,4.036171750863716
17,29.859026672608206,3.9570783047994134
18,30.144385509980747,4.60385557072461
19,30.70801878956137,4.468224835239509
20,30.43045226885797,3.4808726685055715
