ger,avgFit,bestFit
0,35.76272980822654,2.9638545316471223
1,28.45458014739774,1.2716979916254907
2,23.724304190715173,1.2716979916254907
3,21.29226885209352,1.2716979916254907
4,19.02158672788124,1.049157376936126
5,17.827276460730378,0.7898606852265821
6,16.460573622114328,0.7898606852265821
7,14.885479633251663,0.8541242999090954
8,13.256832508793568,0.7423780768299544
9,12.349181632693846,0.8541242999090954
10,11.664233212743259,0.3986380276022601
11,11.43596147573688,0.17294562561469107
12,10.621716865113221,0.059389364189463834
13,10.245798147637979,0.04025920959115936
14,9.48445838768349,0.059389364189463834
15,9.519972920596897,0.04025920959115936
16,9.530411242477612,0.011906755792832513
17,8.439810745728106,0.011906755792832513
18,8.83287033525032,0.011906755792832513
19,8.607576957571299,0.011906755792832513
