ger,avgFit,bestFit
1,36.68165175521246,1.7705350724666054
2,29.886137085316506,1.4203741344159866
3,25.164487790534768,1.0541969674792804
4,21.758000604514685,0.9266687472069919
5,19.485396766235812,0.7783446776639475
6,17.700980586858154,0.46649419157730987
7,16.089001462857166,0.5973610030873615
8,15.145424840502368,0.4416602038610648
9,14.047465090389469,0.4501229079390818
10,13.073527002483274,0.39374900388699563
11,12.39433331786946,0.3154457269099723
12,11.561160319808138,0.2798271057591645
13,10.803582931601072,0.2107663343316389
14,10.384019486364162,0.1583232869769972
15,9.722293556469854,0.2138874027501121
16,8.983753887427994,0.06484824315778433
17,8.491833310596824,0.05260215748440302
18,7.864107678098279,0.041253991075757314
19,7.460716024331219,0.04030273316731545
20,6.8990167402388,0.031782352404625416
