ger,avgFit,bestFit
0,36.178772275418304,8.040004378680628
1,29.353350765397057,6.80577317894716
2,25.420632045322044,6.8543210730599995
3,19.2479569905407,6.794050611862247
4,16.462115584981444,4.161689119898767
5,17.338714189938667,8.302521986953298
6,16.014617478577918,8.302521986953298
7,12.770737046980116,2.9101084024207786
8,11.744118734724292,7.2348155166465205
9,10.179382119151827,6.910561799511278
10,8.505713496270527,6.910561799511278
11,9.506512157466016,6.401891570374001
12,9.161719089712598,6.018020222814446
13,9.024015913101334,6.018020222814446
14,8.551121986747727,6.018020222814446
15,8.798723464768338,6.018020222814446
16,7.202662992873039,6.018020222814446
17,6.580802448018243,6.018020222814446
18,6.348594296920144,6.018020222814446
19,6.154020320408399,6.018020222814446
