ger,avgFit,bestFit
0,36.31074953447636,1.3807701111343178
1,29.505420915528703,2.1954262562711087
2,25.133555224278297,1.3807701111343178
3,21.932877738963064,1.3807701111343178
4,19.26554096347252,1.3807701111343178
5,17.174842586827335,1.1729613024332117
6,16.158285186079098,1.2552452231246107
7,14.992427620865357,1.1818437929596577
8,14.059488445478245,1.047051377003342
9,13.379216668717063,0.0689724376784433
10,12.248573501363532,0.43632697298932044
11,11.448335709589456,0.32426385477617714
12,10.94748097390687,0.6916183900870578
13,10.566367057058898,0.43632697298932044
14,9.382985857131477,0.35115541920562876
15,8.758244938311678,0.11645504607507107
16,8.39920703369909,0.0689724376784433
17,7.169827220578383,0.02148982928181198
18,6.235769447885218,0.02148982928181198
19,5.020515218777908,0.04025920959115936
