ger,avgFit,bestFit
0,46.11217672052906,13.518223734876878
1,36.09134832970284,13.218674005992032
2,28.7315254254256,13.008056055393833
3,26.772915496949615,13.008056055393833
4,18.50431809172037,2.3180312573453143
5,20.827493284131965,2.3180312573453143
6,10.558387248461466,2.3180312573453143
7,9.210463159931049,2.3180312573453143
8,10.971004081929674,2.3180312573453143
9,17.417943533098978,2.3180312573453143
10,9.367835449240882,2.3180312573453143
11,10.626377652225328,2.3180312573453143
12,4.800741616946658,2.3180312573453143
13,3.7317391371418056,2.3180312573453143
14,7.48970702210609,2.3180312573453143
15,2.3180312573453143,2.3180312573453143
16,2.3180312573453143,2.3180312573453143
17,2.3180312573453143,2.3180312573453143
18,2.3180312573453143,2.3180312573453143
19,2.3180312573453143,2.3180312573453143
