ger,avgFit,bestFit
0,33.50809098964606,33.50809098964606
1,33.50809098964606,33.50809098964606
2,33.50809098964606,33.50809098964606
3,33.50809098964606,33.50809098964606
4,33.50809098964606,33.50809098964606
5,33.50809098964606,33.50809098964606
6,33.50809098964606,33.50809098964606
7,33.50809098964606,33.50809098964606
8,33.50809098964606,33.50809098964606
9,33.50809098964606,33.50809098964606
10,33.50809098964606,33.50809098964606
11,33.50809098964606,33.50809098964606
12,30.051726070434434,30.051726070434434
13,30.051726070434434,30.051726070434434
14,30.051726070434434,30.051726070434434
15,42.75451149663164,42.75451149663164
16,42.75451149663164,42.75451149663164
17,42.75451149663164,42.75451149663164
18,42.75451149663164,42.75451149663164
19,42.75451149663164,42.75451149663164
